time,T_max,RH_max,Wind
2021-09-28,31.3,99,9.9
2021-09-29,32.6,99,8.0
2021-09-30,31.2,100,9.8
2021-10-01,31.3,93,14.8
2021-10-02,30.9,92,14.0
2021-10-03,31.5,99,6.9
2021-10-04,32.2,98,10.4
2021-10-05,32.1,97,13.7
2021-10-06,31.0,95,11.2
2021-10-07,30.2,96,9.2
2021-10-08,29.6,95,10.8
2021-10-09,30.8,94,11.4
2021-10-10,31.2,94,14.6
2021-10-11,30.9,91,13.2
2021-10-12,30.0,95,14.8
2021-10-13,30.8,99,13.3
2021-10-14,30.8,94,13.8
2021-10-15,29.2,98,16.7
2021-10-16,30.7,99,16.6
2021-10-17,25.5,98,11.3
2021-10-18,27.0,96,17.3
2021-10-19,30.4,96,8.0
2021-10-20,31.1,100,8.0
2021-10-21,31.6,97,9.2
2021-10-22,30.9,98,11.5
2021-10-23,29.4,98,22.4
2021-10-24,30.5,99,18.5
2021-10-25,30.5,96,13.2
2021-10-26,31.0,97,11.6
2021-10-27,31.4,90,12.3
2021-10-28,28.6,93,15.8
2021-10-29,31.0,96,14.1
2021-10-30,31.8,99,10.5
2021-10-31,29.5,98,9.1
2021-11-01,30.8,99,12.2
2021-11-02,30.6,98,13.8
2021-11-03,31.4,98,11.3
2021-11-04,31.5,94,9.1
2021-11-05,32.0,98,8.7
2021-11-06,31.2,96,15.1
2021-11-07,31.6,99,9.8
2021-11-08,30.5,98,15.8
2021-11-09,30.4,94,19.3
2021-11-10,30.1,95,10.7
2021-11-11,30.1,92,9.9
2021-11-12,29.8,87,11.0
2021-11-13,27.8,91,10.8
2021-11-14,29.1,93,14.2
2021-11-15,31.1,96,14.9
2021-11-16,30.8,95,17.8
2021-11-17,31.6,96,12.8
2021-11-18,30.2,91,21.4
2021-11-19,31.5,99,11.5
2021-11-20,31.9,97,7.6
2021-11-21,32.2,99,9.5
2021-11-22,32.2,97,10.1
2021-11-23,28.6,93,21.4
2021-11-24,29.6,96,17.1
2021-11-25,30.6,85,10.3
2021-11-26,30.7,90,13.0
2021-11-27,30.1,85,14.2
2021-11-28,30.1,80,15.5
2021-11-29,31.0,77,20.1
2021-11-30,28.2,81,17.3
2021-12-01,29.2,78,13.8
2021-12-02,30.5,86,14.6
2021-12-03,29.3,81,13.8
2021-12-04,27.4,76,11.5
2021-12-05,27.0,72,14.0
2021-12-06,30.0,72,14.2
2021-12-07,29.5,73,11.6
2021-12-08,29.5,68,14.0
2021-12-09,30.8,73,11.9
2021-12-10,31.1,81,10.2
2021-12-11,32.0,79,12.7
2021-12-12,31.4,80,14.2
2021-12-13,31.0,81,15.8
2021-12-14,30.2,75,10.8
2021-12-15,31.4,83,10.5
2021-12-16,32.4,80,12.2
2021-12-17,34.0,73,14.1
2021-12-18,31.8,70,14.2
2021-12-19,27.8,71,10.9
2021-12-20,29.4,77,14.0
2021-12-21,29.9,80,10.6
2021-12-22,31.2,82,9.9
2021-12-23,31.5,79,8.3
2021-12-24,31.9,92,13.0
2021-12-25,30.4,92,11.5
2021-12-26,30.6,96,12.3
2021-12-27,31.3,89,12.4
2021-12-28,31.7,84,15.7
2021-12-29,32.3,74,17.5
2021-12-30,31.7,77,14.0
2021-12-31,31.6,81,15.9
2022-01-01,30.0,86,10.4
2022-01-02,30.6,79,13.5
2022-01-03,31.4,79,12.0
2022-01-04,31.3,82,10.5
2022-01-05,32.3,86,8.9
2022-01-06,32.3,93,9.8
2022-01-07,32.9,82,12.5
2022-01-08,32.9,83,10.2
2022-01-09,33.0,85,12.5
2022-01-10,32.9,89,9.0
2022-01-11,33.8,84,12.8
2022-01-12,33.2,97,12.0
2022-01-13,33.0,96,12.5
2022-01-14,32.8,100,12.1
2022-01-15,32.8,100,10.8
2022-01-16,32.8,95,13.7
2022-01-17,32.8,98,9.2
2022-01-18,33.0,76,14.1
2022-01-19,32.3,77,17.5
2022-01-20,32.5,80,15.0
2022-01-21,28.6,91,15.7
2022-01-22,28.4,94,16.3
2022-01-23,31.2,97,13.3
2022-01-24,31.5,100,11.0
2022-01-25,32.2,99,11.2
2022-01-26,31.8,99,9.8
2022-01-27,32.7,99,10.7
2022-01-28,32.3,100,11.9
2022-01-29,34.5,96,16.5
2022-01-30,34.5,90,15.7
2022-01-31,32.6,96,17.1
2022-02-01,31.9,86,19.5
2022-02-02,30.9,93,17.2
2022-02-03,31.9,95,12.8
2022-02-04,32.5,92,15.8
2022-02-05,32.5,94,15.5
2022-02-06,33.0,75,12.9
2022-02-07,33.8,86,13.4
2022-02-08,34.4,82,13.7
2022-02-09,32.9,93,12.8
2022-02-10,33.0,95,18.7
2022-02-11,32.0,92,12.0
2022-02-12,29.8,97,10.0
2022-02-13,31.3,98,11.2
2022-02-14,30.6,96,12.9
2022-02-15,28.0,97,13.7
2022-02-16,28.5,96,13.8
2022-02-17,28.4,98,16.2
2022-02-18,29.4,98,14.5
2022-02-19,30.0,97,21.0
2022-02-20,30.6,96,19.2
2022-02-21,28.7,99,13.0
2022-02-22,28.9,89,16.6
2022-02-23,29.9,91,10.6
2022-02-24,29.0,87,13.6
2022-02-25,29.9,83,12.6
2022-02-26,30.6,78,12.8
2022-02-27,32.5,76,15.9
2022-02-28,33.8,84,9.3
2022-03-01,32.7,94,11.0
2022-03-02,31.8,95,11.3
2022-03-03,32.8,96,13.4
2022-03-04,33.8,91,15.0
2022-03-05,33.7,95,14.8
2022-03-06,33.3,93,18.9
2022-03-07,32.5,91,14.0
2022-03-08,30.1,96,17.8
2022-03-09,32.0,98,10.0
2022-03-10,31.6,91,13.1
2022-03-11,31.8,95,12.8
2022-03-12,33.2,94,11.2
2022-03-13,32.9,97,13.4
2022-03-14,32.9,95,21.2
2022-03-15,34.2,96,19.8
2022-03-16,32.5,89,18.8
2022-03-17,33.5,91,18.3
2022-03-18,32.7,94,16.4
2022-03-19,32.6,92,12.7
2022-03-20,31.9,94,15.6
2022-03-21,30.3,92,21.7
2022-03-22,30.3,94,21.7
2022-03-23,29.4,95,14.4
2022-03-24,30.5,93,13.2
2022-03-25,30.8,97,12.5
2022-03-26,32.2,93,13.1
2022-03-27,33.2,93,15.1
2022-03-28,32.5,93,16.9
2022-03-29,31.2,95,10.8
2022-03-30,31.8,94,11.1
2022-03-31,32.8,96,13.7
2022-04-01,32.4,93,16.9
2022-04-02,27.6,84,20.2
2022-04-03,25.1,83,17.8
2022-04-04,30.9,78,13.8
2022-04-05,32.1,85,10.7
2022-04-06,34.7,84,13.2
2022-04-07,34.6,85,17.2
2022-04-08,34.2,71,15.0
2022-04-09,35.3,76,13.2
2022-04-10,34.9,87,12.3
2022-04-11,33.8,92,15.1
2022-04-12,34.5,91,15.1
2022-04-13,35.8,89,18.2
2022-04-14,37.5,95,13.1
2022-04-15,37.2,90,14.7
2022-04-16,37.0,96,18.0
2022-04-17,33.0,86,16.2
2022-04-18,30.6,91,9.8
2022-04-19,30.1,95,11.9
2022-04-20,32.0,94,8.6
2022-04-21,31.0,93,13.8
2022-04-22,31.5,92,16.0
2022-04-23,32.7,93,16.6
2022-04-24,33.7,93,16.6
2022-04-25,32.6,90,18.9
2022-04-26,33.0,88,17.7
2022-04-27,35.7,92,14.5
2022-04-28,35.2,91,19.1
2022-04-29,33.1,94,11.1
2022-04-30,32.5,93,10.7
2022-05-01,32.0,92,12.3
2022-05-02,29.3,97,19.0
2022-05-03,26.6,84,11.5
2022-05-04,27.6,90,11.1
2022-05-05,31.5,96,9.9
2022-05-06,32.3,93,16.3
2022-05-07,32.3,97,14.9
2022-05-08,31.5,97,14.8
2022-05-09,31.4,96,17.2
2022-05-10,30.0,96,16.6
2022-05-11,29.6,94,13.6
2022-05-12,31.3,98,17.1
2022-05-13,32.8,94,14.4
2022-05-14,32.3,92,10.5
2022-05-15,32.8,94,13.1
2022-05-16,33.2,92,16.8
2022-05-17,30.2,95,13.4
2022-05-18,29.9,96,15.3
2022-05-19,30.7,98,18.7
2022-05-20,31.0,89,23.3
2022-05-21,29.8,91,22.9
2022-05-22,29.2,92,17.1
2022-05-23,31.0,91,20.0
2022-05-24,30.6,90,19.9
2022-05-25,31.9,90,16.2
2022-05-26,31.4,90,17.3
2022-05-27,32.1,87,22.7
2022-05-28,32.4,91,21.1
2022-05-29,32.3,89,16.0
2022-05-30,32.0,89,17.6
2022-05-31,32.3,93,14.8
2022-06-01,32.5,97,17.8
2022-06-02,32.4,93,20.2
2022-06-03,31.5,90,17.7
2022-06-04,30.6,92,19.7
2022-06-05,31.1,91,13.4
2022-06-06,31.9,90,16.1
2022-06-07,32.1,90,18.2
2022-06-08,32.8,89,14.8
2022-06-09,32.7,92,16.1
2022-06-10,33.0,92,14.7
2022-06-11,34.1,93,13.9
2022-06-12,34.6,91,15.5
2022-06-13,34.2,99,13.1
2022-06-14,33.2,91,14.4
2022-06-15,32.0,91,18.1
2022-06-16,31.8,86,14.5
2022-06-17,34.7,89,13.6
2022-06-18,34.7,90,12.1
2022-06-19,36.5,82,14.8
2022-06-20,36.5,92,21.8
2022-06-21,34.0,90,18.4
2022-06-22,33.3,96,16.2
2022-06-23,33.7,95,17.7
2022-06-24,31.6,94,14.7
2022-06-25,31.4,99,12.7
2022-06-26,31.1,94,17.8
2022-06-27,30.5,93,16.0
2022-06-28,33.7,98,11.9
2022-06-29,33.5,94,16.9
2022-06-30,34.2,87,21.1
2022-07-01,32.7,86,16.8
2022-07-02,30.6,89,15.9
2022-07-03,31.4,88,17.3
2022-07-04,32.2,89,22.2
2022-07-05,31.6,93,16.9
2022-07-06,33.2,92,16.2
2022-07-07,32.0,90,20.0
2022-07-08,33.2,85,22.2
2022-07-09,31.0,92,20.4
2022-07-10,29.5,87,20.7
2022-07-11,29.9,85,14.6
2022-07-12,30.2,85,18.9
2022-07-13,27.9,90,14.5
2022-07-14,32.3,88,18.3
2022-07-15,30.5,94,11.8
2022-07-16,31.5,98,19.8
2022-07-17,31.2,96,14.9
2022-07-18,33.0,92,15.5
2022-07-19,34.7,89,19.2
2022-07-20,32.8,92,16.6
2022-07-21,28.6,95,15.6
2022-07-22,30.3,93,16.4
2022-07-23,30.5,94,18.2
2022-07-24,31.2,99,10.0
2022-07-25,31.5,97,12.4
2022-07-26,32.5,99,10.0
2022-07-27,31.8,92,11.3
2022-07-28,30.9,91,12.3
2022-07-29,31.9,92,14.4
2022-07-30,33.0,94,15.6
2022-07-31,32.6,92,13.5
2022-08-01,29.4,98,16.2
2022-08-02,28.0,98,18.0
2022-08-03,30.0,92,21.0
2022-08-04,31.8,95,13.7
2022-08-05,29.9,93,16.2
2022-08-06,31.2,89,15.5
2022-08-07,30.0,91,19.0
2022-08-08,28.4,93,11.5
2022-08-09,28.1,96,12.4
2022-08-10,31.5,93,16.6
2022-08-11,30.5,91,17.9
2022-08-12,30.4,94,18.8
2022-08-13,31.2,98,17.7
2022-08-14,31.5,93,13.0
2022-08-15,31.9,92,16.6
2022-08-16,29.6,93,15.3
2022-08-17,30.6,92,21.7
2022-08-18,30.6,93,14.6
2022-08-19,31.6,94,16.0
2022-08-20,30.9,92,17.0
2022-08-21,30.6,93,14.2
2022-08-22,31.4,92,16.7
2022-08-23,32.0,95,14.0
2022-08-24,33.5,93,16.6
2022-08-25,29.6,93,14.7
2022-08-26,29.0,94,23.0
2022-08-27,30.2,96,16.9
2022-08-28,31.6,96,10.9
2022-08-29,29.8,98,13.8
2022-08-30,31.2,100,8.6
2022-08-31,31.9,97,10.6
2022-09-01,32.0,98,7.4
2022-09-02,31.9,96,7.2
2022-09-03,31.9,97,11.6
2022-09-04,31.4,95,17.3
2022-09-05,29.8,97,15.5
2022-09-06,30.2,94,11.6
2022-09-07,28.0,99,11.9
2022-09-08,28.8,97,12.0
2022-09-09,30.4,97,12.0
2022-09-10,30.8,97,13.4
2022-09-11,31.2,97,13.0
2022-09-12,31.0,96,10.5
2022-09-13,31.1,98,6.8
2022-09-14,30.8,99,12.2
2022-09-15,31.3,97,14.7
2022-09-16,31.1,91,19.3
2022-09-17,30.8,90,17.3
2022-09-18,29.6,92,16.2
2022-09-19,30.0,93,15.4
2022-09-20,31.1,85,14.8
2022-09-21,31.5,91,13.0
2022-09-22,29.8,96,9.5
2022-09-23,29.6,99,8.6
2022-09-24,30.0,98,14.1
2022-09-25,29.2,98,9.9
2022-09-26,29.0,99,8.4
2022-09-27,29.2,97,13.6
2022-09-28,29.9,94,18.7
2022-09-29,27.9,93,17.6
2022-09-30,29.8,94,19.0
2022-10-01,29.8,92,17.1
2022-10-02,30.8,99,8.7
2022-10-03,28.9,97,14.6
2022-10-04,30.0,98,18.7
2022-10-05,28.8,97,12.0
2022-10-06,30.0,99,12.8
2022-10-07,30.6,97,14.8
2022-10-08,30.4,96,16.3
2022-10-09,30.6,99,8.7
2022-10-10,29.0,97,16.3
2022-10-11,28.9,98,19.0
2022-10-12,30.8,99,7.1
2022-10-13,31.6,92,12.5
2022-10-14,31.4,93,13.2
2022-10-15,29.5,83,21.9
2022-10-16,25.1,87,15.7
2022-10-17,29.6,93,11.4
2022-10-18,30.5,87,12.2
2022-10-19,30.8,84,13.7
2022-10-20,30.1,84,14.7
2022-10-21,29.5,93,16.8
2022-10-22,30.6,98,14.2
2022-10-23,30.4,98,9.0
2022-10-24,32.2,96,9.3
2022-10-25,32.7,92,12.0
2022-10-26,31.9,86,12.9
2022-10-27,29.1,94,14.3
2022-10-28,31.0,97,12.3
2022-10-29,31.9,89,12.5
2022-10-30,31.6,82,15.8
2022-10-31,31.5,87,11.0
2022-11-01,31.0,89,16.6
2022-11-02,31.6,82,10.7
2022-11-03,32.2,86,10.0
2022-11-04,32.5,76,13.6
2022-11-05,31.8,74,12.0
2022-11-06,32.5,84,11.3
2022-11-07,31.9,94,11.0
2022-11-08,32.7,82,11.6
2022-11-09,32.5,77,10.3
2022-11-10,34.2,71,13.1
2022-11-11,34.2,70,19.9
2022-11-12,34.2,74,14.1
2022-11-13,33.5,79,14.8
2022-11-14,30.6,91,13.0
2022-11-15,32.2,97,10.8
2022-11-16,32.4,96,15.0
2022-11-17,31.7,99,15.2
2022-11-18,31.0,99,12.3
2022-11-19,32.6,96,13.4
2022-11-20,30.9,92,14.4
2022-11-21,31.4,97,12.5
2022-11-22,33.0,87,12.7
2022-11-23,32.1,93,10.4
2022-11-24,27.8,96,12.6
2022-11-25,29.4,96,12.3
2022-11-26,28.6,98,13.0
2022-11-27,29.5,99,12.2
2022-11-28,30.4,94,8.3
2022-11-29,30.5,98,9.1
2022-11-30,31.4,99,12.8
2022-12-01,31.1,98,14.7
2022-12-02,30.8,95,12.8
2022-12-03,30.0,91,11.2
2022-12-04,30.2,88,17.1
2022-12-05,30.7,92,17.4
2022-12-06,31.0,87,15.2
2022-12-07,30.9,84,11.9
2022-12-08,31.1,88,9.4
2022-12-09,31.6,93,9.5
2022-12-10,31.0,90,9.1
2022-12-11,32.2,89,10.5
2022-12-12,31.9,89,14.7
2022-12-13,29.2,84,14.2
2022-12-14,28.5,88,14.3
2022-12-15,29.1,81,11.6
2022-12-16,30.6,90,12.2
2022-12-17,31.9,82,21.7
2022-12-18,27.0,68,16.7
2022-12-19,26.8,69,13.3
2022-12-20,28.5,71,11.4
2022-12-21,30.5,78,11.4
2022-12-22,31.0,88,10.1
2022-12-23,32.2,91,10.9
2022-12-24,31.0,73,17.0
2022-12-25,30.0,78,15.0
2022-12-26,29.4,88,10.0
2022-12-27,29.4,85,10.9
2022-12-28,30.5,88,10.4
2022-12-29,30.9,85,8.9
2022-12-30,30.2,85,14.0
2022-12-31,29.0,91,9.8
2023-01-01,28.8,89,13.7
2023-01-02,29.5,82,12.0
2023-01-03,30.7,82,13.2
2023-01-04,31.8,67,16.2
2023-01-05,31.2,81,11.7
2023-01-06,30.6,74,15.4
2023-01-07,28.9,61,11.0
2023-01-08,28.7,65,14.1
2023-01-09,31.9,67,20.6
2023-01-10,32.5,83,14.4
2023-01-11,29.8,86,16.4
2023-01-12,31.6,98,11.7
2023-01-13,31.0,93,11.0
2023-01-14,32.3,100,14.7
2023-01-15,33.4,96,11.0
2023-01-16,32.7,99,13.6
2023-01-17,33.0,100,13.0
2023-01-18,32.6,81,19.9
2023-01-19,31.5,77,13.0
2023-01-20,30.9,76,12.7
2023-01-21,32.2,88,15.3
2023-01-22,32.0,84,10.8
2023-01-23,33.3,81,11.0
2023-01-24,32.8,73,22.1
2023-01-25,29.0,61,21.1
2023-01-26,30.1,81,9.0
2023-01-27,32.2,78,17.9
2023-01-28,30.0,70,15.7
2023-01-29,28.8,83,14.6
2023-01-30,28.0,66,10.7
2023-01-31,29.8,63,7.7
2023-02-01,32.4,78,9.0
2023-02-02,34.3,85,10.1
2023-02-03,29.5,88,12.2
2023-02-04,33.2,95,10.8
2023-02-05,33.5,96,10.2
2023-02-06,33.7,97,13.8
2023-02-07,32.5,96,14.1
2023-02-08,33.5,96,13.4
2023-02-09,32.5,96,14.9
2023-02-10,33.0,92,16.7
2023-02-11,33.5,93,15.3
2023-02-12,33.2,93,14.6
2023-02-13,32.7,94,14.7
2023-02-14,33.9,96,15.2
2023-02-15,29.0,94,14.9
2023-02-16,30.5,97,19.3
2023-02-17,29.6,81,17.6
2023-02-18,30.5,82,16.8
2023-02-19,32.4,85,11.7
2023-02-20,31.6,82,17.1
2023-02-21,32.7,92,16.7
2023-02-22,32.7,89,14.4
2023-02-23,32.7,80,13.3
2023-02-24,34.1,88,17.6
2023-02-25,33.2,71,23.2
2023-02-26,30.0,66,17.3
2023-02-27,30.8,76,12.7
2023-02-28,31.6,71,10.5
2023-03-01,34.8,74,11.1
2023-03-02,34.2,85,16.9
2023-03-03,33.7,78,15.9
2023-03-04,33.2,76,17.8
2023-03-05,33.5,80,16.0
2023-03-06,34.0,71,13.4
2023-03-07,34.7,85,12.8
2023-03-08,35.2,99,13.2
2023-03-09,33.5,95,16.8
2023-03-10,33.2,95,13.9
2023-03-11,32.7,93,15.9
2023-03-12,32.0,88,14.0
2023-03-13,33.1,95,16.7
2023-03-14,33.0,80,10.7
2023-03-15,32.2,95,15.2
2023-03-16,31.9,89,12.7
2023-03-17,32.7,89,13.9
2023-03-18,32.7,91,14.6
2023-03-19,32.7,87,18.8
2023-03-20,33.3,91,17.0
2023-03-21,33.6,91,20.2
2023-03-22,34.8,93,19.1
2023-03-23,34.0,92,17.3
2023-03-24,34.8,94,18.2
2023-03-25,34.2,95,18.7
2023-03-26,34.1,92,17.5
2023-03-27,34.0,93,18.4
2023-03-28,33.8,89,22.5
2023-03-29,33.4,91,19.7
2023-03-30,33.0,87,18.8
2023-03-31,34.5,87,20.7
2023-04-01,32.8,85,19.9
2023-04-02,33.3,84,19.4
2023-04-03,36.6,88,17.3
2023-04-04,37.7,88,19.3
2023-04-05,37.0,90,17.5
2023-04-06,37.2,96,16.7
2023-04-07,34.5,87,18.8
2023-04-08,35.5,89,17.0
2023-04-09,35.9,86,17.3
2023-04-10,35.5,92,17.3
2023-04-11,34.6,88,16.5
2023-04-12,36.1,94,19.9
2023-04-13,36.8,94,18.9
2023-04-14,36.2,90,18.0
2023-04-15,36.5,89,18.7
2023-04-16,32.8,93,16.5
2023-04-17,33.8,89,18.8
2023-04-18,34.8,93,21.6
2023-04-19,36.8,88,17.3
2023-04-20,37.8,88,18.2
2023-04-21,37.8,91,17.8
2023-04-22,38.0,89,19.0
2023-04-23,35.5,86,21.5
2023-04-24,36.4,86,13.3
2023-04-25,36.0,89,17.3
2023-04-26,30.2,92,20.3
2023-04-27,33.0,97,11.5
2023-04-28,33.8,94,13.7
2023-04-29,33.3,93,15.4
2023-04-30,32.5,90,17.4
2023-05-01,32.8,96,13.1
2023-05-02,33.8,93,16.3
2023-05-03,33.5,95,14.9
2023-05-04,34.3,91,19.5
2023-05-05,36.8,90,17.6
2023-05-06,39.3,88,19.2
2023-05-07,38.4,84,21.1
2023-05-08,38.5,87,21.6
2023-05-09,36.2,86,19.6
2023-05-10,31.5,92,13.4
2023-05-11,32.9,95,13.7
2023-05-12,32.8,89,14.5
2023-05-13,33.9,95,18.2
2023-05-14,34.0,81,23.5
2023-05-15,33.5,84,16.9
2023-05-16,34.4,98,16.0
2023-05-17,36.4,81,16.9
2023-05-18,38.2,81,24.6
2023-05-19,39.2,73,22.4
2023-05-20,38.2,74,17.0
2023-05-21,37.6,78,21.6
2023-05-22,36.3,78,15.9
2023-05-23,35.0,84,21.2
2023-05-24,34.8,91,17.6
2023-05-25,36.1,87,17.0
2023-05-26,37.5,84,16.1
2023-05-27,38.0,75,17.8
2023-05-28,34.3,87,12.2
2023-05-29,32.7,90,11.3
2023-05-30,32.5,95,8.7
2023-05-31,32.4,95,14.8
2023-06-01,34.5,92,18.2
2023-06-02,33.9,89,19.9
2023-06-03,33.2,90,19.6
2023-06-04,32.3,89,16.8
2023-06-05,33.5,87,20.3
2023-06-06,32.0,84,17.5
2023-06-07,31.6,86,21.6
2023-06-08,32.2,91,21.8
2023-06-09,30.4,92,16.4
2023-06-10,31.5,92,15.5
2023-06-11,30.8,90,23.7
2023-06-12,31.4,88,17.8
2023-06-13,30.9,89,21.3
2023-06-14,30.8,88,17.8
2023-06-15,31.2,89,16.5
2023-06-16,31.9,93,14.6
2023-06-17,32.2,92,19.8
2023-06-18,30.4,91,20.3
2023-06-19,31.1,96,14.0
2023-06-20,32.0,92,17.3
2023-06-21,32.8,93,9.2
2023-06-22,32.9,96,12.5
2023-06-23,35.6,90,14.7
2023-06-24,33.8,89,19.8
2023-06-25,34.3,84,19.1
2023-06-26,32.8,84,20.5
2023-06-27,32.9,84,17.4
2023-06-28,34.0,97,13.8
2023-06-29,32.2,98,17.6
2023-06-30,32.2,94,14.2
2023-07-01,33.1,96,17.7
2023-07-02,32.1,92,16.6
2023-07-03,31.6,91,16.6
2023-07-04,31.6,92,14.6
2023-07-05,31.5,92,13.5
2023-07-06,33.2,95,17.3
2023-07-07,34.0,95,13.1
2023-07-08,31.8,92,22.1
2023-07-09,31.4,95,20.0
2023-07-10,29.5,92,16.3
2023-07-11,30.9,92,17.2
2023-07-12,32.0,97,14.5
2023-07-13,33.9,93,16.3
2023-07-14,32.4,86,18.1
2023-07-15,33.8,82,17.9
2023-07-16,33.8,83,21.0
2023-07-17,33.4,88,24.1
2023-07-18,34.2,87,20.2
2023-07-19,32.7,83,24.1
2023-07-20,31.9,87,14.3
2023-07-21,31.8,92,20.3
2023-07-22,30.9,95,12.1
2023-07-23,30.9,98,15.5
2023-07-24,30.0,98,15.7
2023-07-25,32.2,93,18.3
2023-07-26,33.0,87,17.5
2023-07-27,33.8,85,25.2
2023-07-28,33.8,85,26.0
2023-07-29,32.8,85,19.8
2023-07-30,31.9,89,21.1
2023-07-31,30.9,87,20.1
2023-08-01,32.1,91,20.6
2023-08-02,29.8,94,14.5
2023-08-03,31.4,92,17.1
2023-08-04,32.8,89,17.6
2023-08-05,32.5,86,17.6
2023-08-06,33.5,87,18.6
2023-08-07,32.7,82,20.4
2023-08-08,32.9,87,24.1
2023-08-09,32.5,92,17.5
2023-08-10,32.5,92,15.9
2023-08-11,33.6,90,19.9
2023-08-12,33.8,93,18.6
2023-08-13,33.3,92,18.9
2023-08-14,34.0,91,19.5
2023-08-15,32.9,85,17.6
2023-08-16,32.0,88,13.3
2023-08-17,32.7,88,20.3
2023-08-18,35.2,87,24.6
2023-08-19,36.5,87,22.5
2023-08-20,35.3,89,22.9
2023-08-21,31.1,97,20.5
2023-08-22,30.6,96,13.6
2023-08-23,31.4,95,14.8
2023-08-24,31.8,91,16.8
2023-08-25,31.6,92,19.4
2023-08-26,32.5,91,13.7
2023-08-27,32.1,89,18.5
2023-08-28,32.2,88,15.3
2023-08-29,31.8,89,14.3
2023-08-30,32.0,91,15.6
2023-08-31,33.4,97,18.4
2023-09-01,32.3,94,12.6
2023-09-02,32.8,94,18.5
2023-09-03,31.7,90,14.0
2023-09-04,32.2,95,15.3
2023-09-05,31.6,89,17.3
2023-09-06,32.0,90,12.3
2023-09-07,32.5,93,13.5
2023-09-08,31.5,92,14.8
2023-09-09,33.1,94,20.1
2023-09-10,30.5,94,17.6
2023-09-11,31.0,94,19.0
2023-09-12,30.5,92,21.0
2023-09-13,30.6,94,16.8
2023-09-14,30.6,97,16.5
2023-09-15,31.5,93,16.6
2023-09-16,31.0,92,15.3
2023-09-17,30.6,94,15.4
2023-09-18,30.8,95,15.5
2023-09-19,31.8,98,8.1
2023-09-20,33.0,94,11.0
2023-09-21,33.4,96,11.7
2023-09-22,32.5,98,11.8
2023-09-23,31.6,96,10.4
2023-09-24,32.5,98,14.1
2023-09-25,32.7,99,9.8
2023-09-26,31.5,95,13.7
2023-09-27,28.0,96,13.8
2023-09-28,29.5,96,22.6
2023-09-29,30.4,91,22.0
2023-09-30,29.9,96,11.4
2023-10-01,32.7,94,16.1
2023-10-02,31.4,93,13.5
2023-10-03,32.2,95,12.3
2023-10-04,30.8,95,10.1
2023-10-05,29.1,98,10.2
2023-10-06,30.5,98,12.4
2023-10-07,30.6,95,15.9
2023-10-08,30.9,95,14.2
2023-10-09,31.4,94,9.8
2023-10-10,30.0,99,8.7
2023-10-11,31.0,98,16.9
2023-10-12,31.8,98,11.8
2023-10-13,32.5,96,12.2
2023-10-14,32.5,96,10.6
2023-10-15,31.9,94,13.6
2023-10-16,31.7,95,12.3
2023-10-17,32.5,94,12.3
2023-10-18,31.6,93,10.3
2023-10-19,32.1,94,8.9
2023-10-20,32.5,98,13.5
2023-10-21,30.7,95,11.1
2023-10-22,29.5,98,17.3
2023-10-23,32.1,97,9.4
2023-10-24,31.7,91,10.0
2023-10-25,31.0,96,10.6
2023-10-26,30.9,97,16.0
2023-10-27,30.8,97,13.2
2023-10-28,31.6,98,7.5
2023-10-29,31.4,98,13.2
2023-10-30,30.3,97,12.7
2023-10-31,30.0,91,13.9
2023-11-01,31.0,92,13.1
2023-11-02,30.5,90,11.4
2023-11-03,32.8,92,7.4
2023-11-04,32.3,97,14.8
2023-11-05,32.0,99,13.3
2023-11-06,32.5,98,16.9
2023-11-07,32.0,96,10.4
2023-11-08,32.2,98,10.7
2023-11-09,30.9,98,13.3
2023-11-10,31.4,100,11.7
2023-11-11,31.0,96,11.4
2023-11-12,31.5,97,13.8
2023-11-13,31.6,96,18.5
2023-11-14,31.6,96,19.0
2023-11-15,31.0,92,14.2
2023-11-16,30.9,92,18.3
2023-11-17,28.8,84,18.7
2023-11-18,27.5,81,15.5
2023-11-19,27.4,83,13.1
2023-11-20,28.6,83,10.5
2023-11-21,29.6,82,11.5
2023-11-22,30.8,92,10.0
2023-11-23,31.2,88,10.8
2023-11-24,31.1,84,12.1
2023-11-25,30.8,83,11.6
2023-11-26,31.3,85,12.6
2023-11-27,31.0,91,14.7
2023-11-28,29.7,86,10.7
2023-11-29,31.1,83,12.3
2023-11-30,32.3,79,13.9
2023-12-01,31.9,89,13.5
2023-12-02,31.9,96,14.8
2023-12-03,32.5,89,16.2
2023-12-04,32.0,93,16.9
2023-12-05,31.8,95,9.3
2023-12-06,33.7,95,18.3
2023-12-07,31.5,98,16.1
2023-12-08,31.4,88,9.0
2023-12-09,32.1,92,7.9
2023-12-10,33.2,95,9.4
2023-12-11,32.3,99,8.0
2023-12-12,34.1,99,12.8
2023-12-13,31.9,93,14.4
2023-12-14,32.6,83,11.0
2023-12-15,33.5,83,8.9
2023-12-16,33.5,85,11.7
2023-12-17,33.0,80,18.4
2023-12-18,32.2,73,15.0
2023-12-19,33.0,87,12.3
2023-12-20,33.2,86,12.8
2023-12-21,30.9,66,14.5
2023-12-22,27.5,66,15.6
2023-12-23,27.0,70,16.8
2023-12-24,25.4,62,13.6
2023-12-25,26.5,72,14.3
2023-12-26,27.9,80,12.4
2023-12-27,30.5,77,11.6
2023-12-28,32.0,79,12.6
