time,T_max,RH_max,Wind
2023-12-29,31.7,75,11.1
2023-12-30,33.2,74,10.6
2023-12-31,33.5,79,9.8
2024-01-01,33.3,79,11.2
2024-01-02,33.0,89,10.9
2024-01-03,33.3,86,12.3
2024-01-04,32.5,78,16.9
2024-01-05,33.3,78,14.5
2024-01-06,32.8,79,12.6
2024-01-07,32.8,78,13.4
2024-01-08,32.7,81,10.0
2024-01-09,34.2,97,7.9
2024-01-10,33.7,96,10.7
2024-01-11,33.2,98,10.5
2024-01-12,32.2,97,14.2
2024-01-13,32.7,93,10.6
2024-01-14,32.8,94,12.5
2024-01-15,32.5,80,13.7
2024-01-16,32.3,90,11.9
2024-01-17,32.7,77,16.4
2024-01-18,32.7,85,9.9
2024-01-19,33.2,89,10.1
2024-01-20,32.3,94,10.6
2024-01-21,33.8,97,11.9
2024-01-22,33.5,94,10.1
2024-01-23,32.5,97,19.0
2024-01-24,30.7,96,16.9
2024-01-25,31.1,85,21.4
2024-01-26,31.0,72,15.5
2024-01-27,32.8,77,13.3
2024-01-28,33.4,75,18.6
2024-01-29,33.1,87,15.7
2024-01-30,32.0,81,7.4
2024-01-31,33.0,86,10.4
2024-02-01,31.9,94,12.6
2024-02-02,32.7,96,13.9
2024-02-03,32.8,95,14.4
2024-02-04,34.8,94,16.3
2024-02-05,33.8,96,12.6
2024-02-06,34.3,98,13.3
2024-02-07,33.9,98,15.8
2024-02-08,33.8,96,13.8
2024-02-09,33.5,95,17.4
2024-02-10,33.6,89,14.0
2024-02-11,33.0,100,17.2
2024-02-12,32.4,76,17.7
2024-02-13,33.2,75,13.4
2024-02-14,34.6,84,11.4
2024-02-15,34.5,98,12.0
2024-02-16,34.1,95,13.6
2024-02-17,32.3,91,17.3
2024-02-18,32.5,89,19.1
2024-02-19,32.7,91,20.2
2024-02-20,34.0,86,18.7
2024-02-21,33.0,84,22.3
2024-02-22,33.0,87,20.2
2024-02-23,33.2,90,16.3
2024-02-24,33.2,89,15.6
2024-02-25,33.3,91,14.6
2024-02-26,35.0,92,15.1
2024-02-27,33.7,96,14.5
2024-02-28,32.2,90,14.5
2024-02-29,33.0,90,19.4
2024-03-01,34.2,85,16.2
2024-03-02,32.7,91,19.5
2024-03-03,33.5,91,14.4
2024-03-04,32.8,89,18.0
2024-03-05,35.7,93,20.5
2024-03-06,34.5,97,18.4
2024-03-07,35.5,97,16.9
2024-03-08,34.9,87,21.6
2024-03-09,33.1,83,19.1
2024-03-10,33.3,87,16.2
2024-03-11,33.6,88,17.3
2024-03-12,32.2,89,18.4
2024-03-13,32.9,89,17.5
2024-03-14,34.2,86,18.7
2024-03-15,33.1,89,19.0
2024-03-16,33.0,86,20.9
2024-03-17,34.2,87,17.5
2024-03-18,34.1,91,17.8
2024-03-19,32.0,88,20.5
2024-03-20,29.1,96,13.7
2024-03-21,31.5,95,7.9
2024-03-22,32.3,88,17.6
2024-03-23,32.2,88,21.6
2024-03-24,32.9,89,16.6
2024-03-25,32.8,90,15.5
2024-03-26,33.0,91,16.6
2024-03-27,32.7,98,15.0
2024-03-28,33.3,95,14.8
2024-03-29,34.2,93,19.9
2024-03-30,34.7,92,19.7
2024-03-31,34.7,89,20.0
2024-04-01,37.8,90,17.3
2024-04-02,35.5,90,19.1
2024-04-03,35.1,91,20.9
2024-04-04,35.8,90,18.4
2024-04-05,34.8,91,21.3
2024-04-06,34.5,90,20.9
2024-04-07,35.3,86,19.9
2024-04-08,36.4,87,17.7
2024-04-09,36.5,88,20.5
2024-04-10,36.5,88,16.6
2024-04-11,37.0,93,18.1
2024-04-12,34.7,91,16.7
2024-04-13,35.8,89,20.5
2024-04-14,35.0,85,19.5
2024-04-15,35.2,85,22.1
2024-04-16,34.8,87,20.2
2024-04-17,35.7,84,20.2
2024-04-18,36.5,85,22.0
2024-04-19,36.8,82,18.9
2024-04-20,37.4,85,19.9
2024-04-21,39.0,89,18.0
2024-04-22,36.9,85,18.8
2024-04-23,36.0,86,22.5
2024-04-24,35.4,83,22.1
2024-04-25,36.2,88,18.7
2024-04-26,35.9,85,21.6
2024-04-27,36.7,88,21.4
2024-04-28,37.2,86,20.9
2024-04-29,36.8,87,19.9
2024-04-30,38.2,88,22.4
2024-05-01,37.5,87,20.7
2024-05-02,37.0,83,24.3
2024-05-03,37.7,86,18.9
2024-05-04,37.7,84,19.6
2024-05-05,37.7,86,17.8
2024-05-06,35.6,85,18.6
2024-05-07,30.8,93,21.8
2024-05-08,35.2,98,12.0
2024-05-09,33.5,88,15.4
2024-05-10,35.1,96,20.3
2024-05-11,32.0,94,12.9
2024-05-12,35.8,98,10.1
2024-05-13,34.0,95,16.6
2024-05-14,33.8,96,11.8
2024-05-15,35.0,92,9.5
2024-05-16,34.4,96,12.2
2024-05-17,33.0,97,17.0
2024-05-18,33.2,93,15.8
2024-05-19,32.5,94,17.1
2024-05-20,33.2,97,15.5
2024-05-21,32.9,92,14.2
2024-05-22,31.2,98,13.4
2024-05-23,30.4,93,19.5
2024-05-24,30.5,92,17.1
2024-05-25,32.2,93,19.7
2024-05-26,32.3,90,19.5
2024-05-27,33.8,90,16.3
2024-05-28,34.2,92,17.2
2024-05-29,34.0,88,14.8
2024-05-30,33.8,93,18.3
2024-05-31,32.3,95,13.5
2024-06-01,30.2,93,19.6
2024-06-02,33.2,92,16.5
2024-06-03,32.7,89,16.1
2024-06-04,33.5,89,15.9
2024-06-05,33.7,92,19.0
2024-06-06,32.5,90,16.4
2024-06-07,32.2,89,17.8
2024-06-08,33.0,93,19.9
2024-06-09,33.2,86,17.1
2024-06-10,31.2,89,19.8
2024-06-11,31.5,90,23.1
2024-06-12,32.2,90,13.0
2024-06-13,33.4,91,14.4
2024-06-14,33.8,93,16.2
2024-06-15,34.2,90,15.5
2024-06-16,35.2,89,17.1
2024-06-17,32.3,97,17.7
2024-06-18,33.5,89,17.7
2024-06-19,33.5,91,15.7
2024-06-20,34.3,90,22.4
2024-06-21,33.5,89,21.8
2024-06-22,32.8,89,18.6
2024-06-23,31.9,90,19.8
2024-06-24,31.0,89,19.9
2024-06-25,31.5,91,20.0
2024-06-26,30.8,93,16.6
2024-06-27,31.0,89,14.4
2024-06-28,32.7,93,16.6
2024-06-29,30.8,93,18.5
2024-06-30,31.5,96,14.7
2024-07-01,30.8,91,12.8
2024-07-02,32.6,94,11.6
2024-07-03,32.1,94,17.7
2024-07-04,29.6,98,18.7
2024-07-05,30.7,97,19.1
2024-07-06,31.9,94,16.5
2024-07-07,32.9,96,15.9
2024-07-08,31.6,95,17.5
2024-07-09,31.8,96,16.7
2024-07-10,30.0,93,14.8
2024-07-11,30.0,96,16.3
2024-07-12,30.6,90,22.7
2024-07-13,31.6,92,19.3
2024-07-14,31.6,94,18.6
2024-07-15,29.5,93,14.1
2024-07-16,30.1,93,17.5
2024-07-17,31.5,91,18.1
2024-07-18,30.9,94,18.2
2024-07-19,30.5,93,17.1
2024-07-20,29.5,91,15.1
2024-07-21,31.0,94,15.8
2024-07-22,31.3,94,13.7
2024-07-23,32.2,91,17.7
2024-07-24,29.6,90,19.1
2024-07-25,29.1,91,18.0
2024-07-26,28.9,92,13.0
2024-07-27,31.3,94,16.6
2024-07-28,29.0,92,16.9
2024-07-29,31.0,98,16.4
2024-07-30,30.4,92,14.3
2024-07-31,29.9,93,16.8
2024-08-01,29.9,93,14.6
2024-08-02,30.4,96,10.8
2024-08-03,31.4,96,14.5
2024-08-04,30.9,95,14.8
2024-08-05,30.9,94,18.7
2024-08-06,31.9,96,19.2
2024-08-07,31.1,97,12.7
2024-08-08,31.5,97,10.8
2024-08-09,33.6,94,13.6
2024-08-10,33.7,92,16.5
2024-08-11,34.4,91,20.4
2024-08-12,32.0,94,14.7
2024-08-13,32.1,97,16.3
2024-08-14,33.2,95,13.4
2024-08-15,33.1,95,14.1
2024-08-16,33.8,94,15.0
2024-08-17,31.6,91,14.1
2024-08-18,32.8,91,15.5
2024-08-19,33.4,92,14.4
2024-08-20,32.7,98,12.8
2024-08-21,32.8,98,9.2
2024-08-22,33.2,91,12.3
2024-08-23,34.1,92,14.0
2024-08-24,33.4,90,13.8
2024-08-25,31.9,92,13.9
2024-08-26,33.6,93,15.0
2024-08-27,32.7,93,17.3
2024-08-28,30.6,96,15.9
2024-08-29,30.2,94,20.5
2024-08-30,31.9,90,18.6
2024-08-31,31.5,89,17.1
2024-09-01,32.3,93,17.0
2024-09-02,31.0,98,12.2
2024-09-03,30.2,98,14.4
2024-09-04,30.5,95,14.4
2024-09-05,32.1,91,18.4
2024-09-06,31.9,90,22.0
2024-09-07,32.0,88,18.0
2024-09-08,32.3,89,17.9
2024-09-09,31.0,89,17.3
2024-09-10,32.0,90,15.6
2024-09-11,30.7,93,13.5
2024-09-12,32.3,95,15.8
2024-09-13,31.4,96,18.0
2024-09-14,31.8,93,16.0
2024-09-15,31.7,92,19.9
2024-09-16,32.9,92,22.0
2024-09-17,32.9,91,18.5
2024-09-18,31.6,94,18.4
2024-09-19,31.5,96,7.6
2024-09-20,31.9,96,13.4
2024-09-21,30.9,98,18.8
2024-09-22,30.1,98,17.6
2024-09-23,31.0,96,13.8
2024-09-24,28.9,91,9.7
2024-09-25,30.6,99,8.5
2024-09-26,31.5,94,14.1
2024-09-27,31.8,99,10.2
2024-09-28,31.5,99,13.2
2024-09-29,31.8,91,13.3
2024-09-30,33.3,93,14.8
2024-10-01,31.3,97,12.3
2024-10-02,31.0,98,17.3
2024-10-03,30.2,96,14.7
2024-10-04,31.0,99,12.5
2024-10-05,31.8,98,10.9
2024-10-06,32.3,98,10.5
2024-10-07,31.9,93,11.7
2024-10-08,32.1,90,12.4
2024-10-09,31.1,97,12.1
2024-10-10,31.7,97,17.2
2024-10-11,32.2,99,10.3
2024-10-12,32.2,97,15.1
2024-10-13,32.0,98,17.7
2024-10-14,32.1,99,8.8
2024-10-15,32.8,97,10.2
2024-10-16,32.2,96,10.1
2024-10-17,32.4,96,7.8
2024-10-18,31.3,94,10.2
2024-10-19,30.0,98,13.5
2024-10-20,29.6,97,15.7
2024-10-21,31.2,99,8.3
2024-10-22,31.8,95,11.9
2024-10-23,31.0,94,11.1
2024-10-24,32.3,97,11.7
2024-10-25,31.7,94,9.8
2024-10-26,33.2,88,11.6
2024-10-27,33.4,89,16.1
2024-10-28,30.5,96,15.7
2024-10-29,31.9,97,12.7
2024-10-30,31.1,95,10.6
2024-10-31,31.9,96,11.2
2024-11-01,32.2,96,10.5
2024-11-02,32.0,98,18.5
2024-11-03,31.5,83,11.0
2024-11-04,31.4,86,12.7
2024-11-05,30.1,93,17.4
2024-11-06,29.5,88,16.3
2024-11-07,31.0,92,17.7
2024-11-08,31.7,95,14.9
2024-11-09,31.2,92,11.1
2024-11-10,31.9,88,12.5
2024-11-11,32.5,89,11.2
2024-11-12,32.5,85,10.0
2024-11-13,35.8,77,7.9
2024-11-14,34.8,82,9.6
2024-11-15,32.8,96,5.8
2024-11-16,34.8,96,6.2
2024-11-17,34.3,93,13.8
2024-11-18,32.7,97,10.1
2024-11-19,33.3,84,7.1
2024-11-20,33.5,87,9.2
2024-11-21,34.2,87,9.7
2024-11-22,33.6,81,10.3
2024-11-23,33.7,79,11.8
2024-11-24,33.5,82,11.9
2024-11-25,33.5,84,12.6
2024-11-26,33.5,87,12.7
2024-11-27,33.0,85,12.1
2024-11-28,32.7,75,12.5
2024-11-29,31.5,66,11.8
2024-11-30,31.6,75,9.0
2024-12-01,33.2,70,8.5
2024-12-02,34.7,78,8.9
2024-12-03,35.9,73,8.9
2024-12-04,35.6,73,11.4
2024-12-05,35.3,71,9.1
2024-12-06,35.3,61,7.4
2024-12-07,34.8,73,12.5
2024-12-08,34.0,75,13.3
2024-12-09,33.9,69,12.6
2024-12-10,34.8,80,11.4
2024-12-11,34.7,71,16.2
2024-12-12,34.5,65,11.6
2024-12-13,30.5,89,10.8
2024-12-14,31.6,84,13.9
2024-12-15,29.8,73,12.7
2024-12-16,31.9,62,7.7
2024-12-17,32.0,67,9.3
2024-12-18,32.9,71,14.0
2024-12-19,32.2,70,13.1
2024-12-20,31.4,70,10.5
2024-12-21,32.2,73,9.6
2024-12-22,30.9,66,13.5
2024-12-23,30.5,65,9.4
2024-12-24,34.2,65,9.3
2024-12-25,33.2,66,11.0
2024-12-26,33.0,55,9.5
2024-12-27,34.7,65,13.6
2024-12-28,32.6,68,14.2
2024-12-29,32.2,64,11.1
2024-12-30,32.4,75,7.9
2024-12-31,32.3,80,10.9
