time,T_max,RH_max,Wind,Heat_Index,doy_sin,doy_cos,Target
2010-01-01,31.8,97,8.4,41.16264709764969,0.017213356155834685,0.9998518392091162,0
2010-01-02,32.4,97,10.1,41.94819000898951,0.03442161162274574,0.9994074007397048,0
2010-01-03,33.7,100,7.7,45.40223892864529,0.051619667223253764,0.998666816288476,0
2010-01-04,31.9,95,13.0,40.14222130363973,0.06880242680231986,0.9976303053065857,0
2010-01-05,32.4,90,13.3,40.20653941269359,0.08596479873744647,0.9962981749346078,0
2010-01-06,30.1,92,13.0,36.48432979136719,0.10310169744743485,0.9946708199115211,0
2010-01-07,30.8,99,7.4,39.822182743326415,0.1202080448993527,0.9927487224577402,0
2010-01-08,29.3,95,9.7,36.14851149105312,0.13727877211326478,0.9905324521322229,0
2010-01-09,29.6,96,9.5,36.84543390530994,0.15430882066428117,0.9880226656636976,0
2010-01-10,31.1,92,7.0,39.40873774879442,0.1712931441814776,0.9852201067560606,0
2010-01-11,31.7,98,7.9,41.229045561579916,0.1882267098432442,0.9821256058680006,0
2010-01-12,31.1,96,9.5,39.516967892461814,0.2051044998686192,0.9787400799669153,0
2010-01-13,30.9,97,15.5,38.13592057146916,0.2219215130041655,0.9750645322571948,0
2010-01-14,29.8,80,16.5,33.62821357742671,0.2386727660059501,0.9711000518829505,0
2010-01-15,30.9,82,10.3,36.94345290005067,0.255353295116187,0.9668478136052775,0
2010-01-16,31.0,83,15.7,36.2099084422595,0.2719581575341055,0.9623090774541486,0
2010-01-17,30.6,74,13.0,34.75901513676333,0.288482432880609,0.9574851883550393,0
2010-01-18,28.9,70,12.6,31.619427157933437,0.30492122465628907,0.9523775757303974,0
2010-01-19,30.2,70,11.7,33.80580494576984,0.3212696616923644,0.9469877530760753,0
2010-01-20,28.9,69,16.4,30.749546452502642,0.3375228995941133,0.9413173175128471,0
2010-01-21,28.7,85,10.7,33.62577759230178,0.3536761221763716,0.9353679493131483,0
2010-01-22,29.9,96,6.4,37.97557974382794,0.3697245428906731,0.9291414114031743,0
2010-01-23,29.6,96,9.2,36.90376723864327,0.38566340624360707,0.9226395488404876,0
2010-01-24,30.8,96,10.7,38.74230178477443,0.401487989205973,0.9158642882672872,0
2010-01-25,30.6,98,6.2,39.547224250188066,0.4171936026123168,0.9088176373395029,0
2010-01-26,31.1,96,17.1,38.03919011468403,0.4327755925504312,0.901501684131884,0
2010-01-27,31.7,86,8.7,39.22877694406219,0.4482293417404106,0.893918596519257,0
2010-01-28,32.6,88,10.6,40.77085251986298,0.4635502709028509,0.886070621534138,0
2010-01-29,31.7,96,9.8,40.55214894014178,0.47873384011578846,0.8779600847008882,0
2010-01-30,32.2,96,11.9,41.066342215447925,0.49377555015997715,0.869589389346611,0
2010-01-31,32.3,93,12.4,40.67781247026068,0.5086709438521044,0.8609610158889943,0
2010-02-01,32.1,96,12.6,40.74489525643074,0.5234156073655503,0.8520775211013093,0
2010-02-02,32.4,93,13.3,40.68629443015375,0.5380051715382996,0.8429415373547828,0
2010-02-03,33.4,90,14.4,41.822575329173105,0.5524353131676196,0.8335557718385699,0
2010-02-04,33.2,93,13.5,42.13012411637002,0.5667017562911176,0.8239230057575542,0
2010-02-05,32.8,94,15.1,41.237881467376404,0.5808002734538009,0.8140460935082178,0
2010-02-06,33.1,89,17.0,40.59746371260567,0.5947266869607634,0.8039279618328213,0
2010-02-07,33.4,90,15.5,41.60868644028422,0.6084768701151261,0.7935716089521474,0
2010-02-08,33.1,90,15.9,40.97767866068739,0.6220467484408675,0.7829801036770629,0
2010-02-09,33.2,94,13.6,42.277939071026324,0.6354323008901774,0.7721565844991642,0
2010-02-10,33.3,94,13.9,42.40776671490267,0.6486295610349814,0.7611042586607747,0
2010-02-11,33.9,95,14.8,43.54471879356324,0.6616346182422783,0.7498264012045686,0
2010-02-12,33.4,94,14.8,42.421356454914125,0.6744436188329455,0.7383263540031065,0
2010-02-13,33.3,94,16.6,41.88276671490267,0.6870527672236669,0.7266075247685656,0
2010-02-14,33.8,87,15.9,41.755460679222196,0.699458327051647,0.7146733860429609,0
2010-02-15,32.9,87,15.9,40.11747861245242,0.7116566222817746,0.7025274741691571,0
2010-02-16,33.1,89,18.1,40.383574823716785,0.7236440382959124,0.6901733882429719,0
2010-02-17,33.0,90,14.4,41.08575193244205,0.7354170229639855,0.6776147890466889,0
2010-02-18,32.7,90,12.6,40.88739842992902,0.7469720876965552,0.6648553979642865,0
2010-02-19,32.5,94,12.6,41.16711682355427,0.7583058084785624,0.6518989958787126,0
2010-02-20,32.6,88,17.3,39.4680747420852,0.7694148268839378,0.6387494220515272,0
2010-02-21,33.4,86,17.5,40.543238647876514,0.7802958510707755,0.6254105729852463,0
2010-02-22,33.4,90,16.2,41.472575329173104,0.7909456567567772,0.6118864012687243,0
2010-02-23,33.4,86,20.5,39.95990531454318,0.8013610881746766,0.5981809144059165,0
2010-02-24,33.6,83,16.7,40.5489626612768,0.8115390590073611,0.5842981736283684,0
2010-02-25,35.0,90,16.2,44.48690279369261,0.8214765533024142,0.5702422926917871,0
2010-02-26,35.2,92,14.1,45.65360448130476,0.8311706263658079,0.5560174366570446,1
2010-02-27,34.9,96,19.1,44.8344140747285,0.8406184056344782,0.5416278206559814,0
2010-02-28,33.9,89,23.1,40.88730380543176,0.8498170915275278,0.5270777086423722,0
2010-03-01,33.8,85,18.6,40.884549705753486,0.8587639582758029,0.5123714121284237,0
2010-03-02,34.1,85,17.8,41.58750868793805,0.8674563547295969,0.49751328890718066,0
2010-03-03,34.2,90,20.6,42.110559430096245,0.8758917051442429,0.48250774176121847,0
2010-03-04,34.7,93,17.8,44.14769247269217,0.8840675099433636,0.4673592171580022,0
2010-03-05,36.4,96,14.8,48.686523607677145,0.8919813464595485,0.45207220393230435,1
2010-03-06,36.2,94,14.0,48.038730149298814,0.8996308696522433,0.43665123195606403,1
2010-03-07,35.8,89,19.1,45.27876255166505,0.9070138128026359,0.4211008707960896,0
2010-03-08,34.6,91,21.2,42.931637278881595,0.9141279881853337,0.40542572835999735,0
2010-03-09,34.8,92,19.5,43.828083185026365,0.9209712877166346,0.38963044953078796,0
2010-03-10,30.7,89,17.6,36.2042913690274,0.9275416835791966,0.37371971479046906,0
2010-03-11,32.9,60,12.7,36.29893161012045,0.9338372288229252,0.35769823883312546,0
2010-03-12,35.2,83,14.5,43.89368061296456,0.9398560579418954,0.3415707691678556,0
2010-03-13,35.3,86,15.9,44.37098583191257,0.9455963874271426,0.3253420847119801,0
2010-03-14,35.1,90,20.9,43.765072277241686,0.9510565162951535,0.30901699437494745,0
2010-03-15,35.5,88,16.6,44.99381209676294,0.9562348265919056,0.29260033563334836,0
2010-03-16,35.4,88,15.6,44.99650729618631,0.9611297838723007,0.27609697309746883,0
2010-03-17,31.8,89,13.8,38.87586520643459,0.9657399376548549,0.2595117970697999,0
2010-03-18,35.0,92,18.6,44.389945077996884,0.9700639218515071,0.2428497220959356,0
2010-03-19,34.6,85,13.7,43.30510075499929,0.9741004551724205,0.22611568550828828,0
2010-03-20,35.3,94,18.0,45.466155056586615,0.9778483415056568,0.20931464596304847,0
2010-03-21,34.6,84,16.2,42.63817800101891,0.9813064702716093,0.19245158197082998,0
2010-03-22,34.4,85,19.5,41.80796070051819,0.9844738167520922,0.1755314904214282,0
2010-03-23,35.0,87,18.1,43.56289492279174,0.9873494423939864,0.15855938510313475,0
2010-03-24,35.2,84,16.6,43.67225240080484,0.989932495087353,0.141540295217043,0
2010-03-25,36.6,90,14.2,48.00268838027262,0.9922222094179323,0.12447926388678915,1
2010-03-26,31.8,85,27.3,35.632474260827045,0.994217906893952,0.10738134666416309,0
2010-03-27,32.8,78,9.9,39.6321427778939,0.995918996147179,0.09025161003104117,0
2010-03-28,35.3,80,9.6,44.468358913407044,0.9973249731081555,0.07309512989807777,0
2010-03-29,35.4,86,12.2,45.27966748389924,0.9984354211555643,0.055916990100603484,0
2010-03-30,34.5,90,14.9,43.78594780947802,0.9992500112396835,0.03872228089217446,0
2010-03-31,35.2,87,17.3,44.09685665321453,0.9997685019798909,0.021516097436222254,0
2010-04-01,34.7,88,15.2,43.74417256675292,0.9999907397361901,0.004303538296244289,0
2010-04-02,35.7,88,16.9,45.32029448903101,0.9999166586547379,-0.01291029607500882,0
2010-04-03,36.0,86,17.3,45.43244721879524,0.9995462806873573,-0.030120304846908114,0
2010-04-04,35.7,84,17.5,44.4351548405397,0.9988797155850336,-0.04732138832243185,0
2010-04-05,36.8,83,17.7,46.29304481769179,0.9979171608653922,-0.06450844944931623,1
2010-04-06,36.1,81,18.7,44.370590761628605,0.9966589017541702,-0.08167639533042241,0
2010-04-07,36.8,82,17.7,46.089012149205544,0.9951053111006976,-0.09882013873287143,1
2010-04-08,37.4,86,21.3,47.38689747608947,0.9932568492674143,-0.11593459959550041,1
2010-04-09,36.1,81,18.7,44.370590761628605,0.9911140639934547,-0.1330147065341959,0
2010-04-10,36.7,81,18.8,45.48126566317952,0.9886775902323405,-0.1500553983446526,0
2010-04-11,36.5,86,17.0,46.456491271829734,0.9859481499638304,-0.16705162550211924,1
2010-04-12,36.8,88,16.5,47.54654149345635,0.9829265519799822,-0.18399835165768005,1
2010-04-13,37.2,93,14.8,49.7146876760016,0.9796136916454901,-0.20089055513063506,1
2010-04-14,36.0,88,17.0,45.881393019749126,0.9760105506323683,-0.21772323039653177,1
2010-04-15,36.3,82,18.4,45.002499599276,0.9721181966290613,-0.23449138957040985,0
2010-04-16,34.9,84,16.6,43.114487315387436,0.9679377830240642,-0.25119006388481935,0
2010-04-17,33.3,86,13.3,41.17885512687313,0.9634705485641488,-0.2678143051621742,0
2010-04-18,34.4,87,14.6,43.11837676928855,0.9587178169872964,-0.2843591872810034,0
2010-04-19,35.9,86,22.2,44.2878456220658,0.9536809966304457,-0.30081980763566735,0
2010-04-20,37.1,88,17.7,47.90874803123648,0.9483615800121715,-0.3171912885891061,1
2010-04-21,37.5,87,16.9,48.65296165718854,0.9427611433904207,-0.3334687789181868,1
2010-04-22,38.2,86,15.3,50.155172208805915,0.9368813462954315,-0.3496474552512284,1
2010-04-23,37.6,86,17.9,48.445602818445956,0.9307239310379795,-0.36572252349726897,1
2010-04-24,33.9,86,13.5,42.23220742247714,0.9242907221930933,-0.3816892202666588,0
2010-04-25,36.1,92,14.4,47.36687126286486,0.9175836260593937,-0.39754281428255595,1
2010-04-26,37.1,85,15.5,47.714352580676646,0.9106046300942162,-0.4132786077829042,1
2010-04-27,34.6,91,12.1,44.70108172332604,0.9033558023246845,-0.4288919379124835,0
2010-04-28,35.6,86,10.0,46.08720186160655,0.895839290734909,-0.4443781781046132,1
2010-04-29,34.2,92,15.2,43.51425087422184,0.8880573226294932,-0.45973273945210397,0
2010-04-30,35.0,86,15.8,43.825262669528485,0.8800122039735357,-0.47495107206704995,0
2010-05-01,35.3,86,13.2,44.89598583191257,0.8717063187093218,-0.4900286664290592,0
2010-05-02,34.4,89,14.6,43.476015060281135,0.8631421280499114,-0.5049610547215204,0
2010-05-03,33.7,84,14.8,41.26976958895092,0.854322169749827,-0.5197438121555155,0
2010-05-04,34.9,88,11.9,44.76372216109372,0.8452490573530633,-0.5343725582809786,0
2010-05-05,35.1,84,15.9,43.622030421721874,0.8359254794186372,-0.548842958284719,0
2010-05-06,35.0,89,14.9,44.55482609598491,0.8263541987239096,-0.5631507242749186,0
2010-05-07,35.8,85,17.5,44.81717022724564,0.8165380514459161,-0.5772916165517272,0
2010-05-08,36.7,88,14.1,47.81562058331712,0.8064799463209448,-0.5912614448635781,1
2010-05-09,37.9,85,17.3,48.9455749221258,0.7961828637826158,-0.6050560696488488,1
2010-05-10,39.3,86,15.6,52.349046590688346,0.7856498550787147,-0.6186714032625031,1
2010-05-11,35.6,88,15.4,45.419333171049594,0.7748840413670407,-0.6321034111873487,0
2010-05-12,33.7,89,12.3,42.615853757605414,0.7638886127905428,-0.6453481132295501,0
2010-05-13,35.8,91,14.7,46.52066982498586,0.7526668275320085,-0.6584015846980488,1
2010-05-14,36.5,85,15.3,46.58632535264825,0.7412220108485958,-0.6712599575675313,1
2010-05-15,36.8,85,17.7,46.701110154664285,0.7295575540864875,-0.6839194216246106,1
2010-05-16,35.4,87,16.3,44.6714207233761,0.717676913675962,-0.6963762255968722,0
2010-05-17,33.2,93,10.8,42.65512411637002,0.705583610107178,-0.7086266782644596,0
2010-05-18,34.1,93,13.5,43.8305487213126,0.6932812268869777,-0.7206671495538609,0
2010-05-19,34.2,91,15.1,43.35684959660349,0.6807734094770161,-0.7324940716135789,0
2010-05-20,35.6,87,14.8,45.344934182994734,0.6680638642135335,-0.7441039398713607,0
2010-05-21,36.2,85,17.1,45.65883991041796,0.6551563572090853,-0.7554933140726803,1
2010-05-22,36.8,85,17.8,46.68166571021984,0.6420547132365637,-0.766658819300159,1
2010-05-23,36.5,86,17.5,46.35926904960751,0.6287628145958344,-0.7775971469736269,1
2010-05-24,35.9,80,13.2,44.87241453215424,0.6152845999633276,-0.7883050558305255,0
2010-05-25,34.0,92,17.6,42.66776999563524,0.6016240632249226,-0.7987793728863649,0
2010-05-26,31.1,91,19.6,36.8101524350998,0.5877852522924732,-0.8090169943749473,0
2010-05-27,33.5,88,16.3,41.29818953492687,0.5737722679043246,-0.8190148866680801,0
2010-05-28,31.6,88,16.8,37.78490009619629,0.5595892624101765,-0.8287700871745038,0
2010-05-29,32.8,90,15.3,40.544780128339106,0.545240438540651,-0.8382797052177744,0
2010-05-30,33.4,90,14.5,41.80313088472866,0.5307300481619334,-0.8475409228928311,0
2010-05-31,33.8,85,17.1,41.17621637242015,0.5160623910158528,-0.8565509959010036,0
2010-06-01,34.5,88,15.6,43.29021069766246,0.5012418134457758,-0.865307254363206,0
2010-06-02,36.2,86,18.5,45.584074628318305,0.48627270710868997,-0.8738071036110808,1
2010-06-03,35.8,84,14.6,45.187883257251904,0.4711595076738638,-0.8820480249558537,0
2010-06-04,36.4,90,12.3,47.97486588219732,0.4559066935084588,-0.8900275764346767,1
2010-06-05,34.4,93,11.5,44.79406942004408,0.440518784350495,-0.8977433935342337,0
2010-06-06,33.9,92,13.7,43.23684463283084,0.42500033996955416,-0.9051931898913974,0
2010-06-07,34.1,87,16.3,42.23090758517057,0.4093559588156213,-0.9123747579707273,0
2010-06-08,34.5,89,14.0,43.781134809125795,0.39359027665646673,-0.9192859697186104,0
2010-06-09,33.3,91,11.5,42.36984153605826,0.3777079652039649,-0.9259247771938498,0
2010-06-10,31.6,89,18.7,37.56831436496619,0.36171373072976765,-0.9322892131745133,0
2010-06-11,33.6,91,15.8,42.09226963799961,0.3456123126707335,-0.9383773917408641,0
2010-06-12,34.4,94,14.2,44.447888565540374,0.3294084822245304,-0.9441875088341993,0
2010-06-13,35.6,91,11.2,46.80919680188083,0.3131070409358269,-0.9497178427914316,1
2010-06-14,35.9,94,11.9,47.84453151972567,0.29671281927349075,-0.9549667548552551,1
2010-06-15,35.7,89,15.5,45.784634956709404,0.28023067519921585,-0.9599326896597447,1
2010-06-16,36.1,91,16.4,46.781603338510045,0.26366549272800704,-0.9646141756912435,1
2010-06-17,35.2,88,13.7,44.98376177438813,0.24702218048093552,-0.9690098257244062,0
2010-06-18,33.8,88,13.1,42.47286061040099,0.23030567023061221,-0.9731183372332619,0
