time,T_max,RH_max,Wind,Heat_Index,doy_sin,doy_cos,Target
2010-01-01,26.4,93,16.0,29.81881038898183,0.017213356155834685,0.9998518392091162,0
2010-01-02,28.0,95,10.4,33.78958328023417,0.03442161162274574,0.9994074007397048,0
2010-01-03,28.5,96,9.4,34.95981984920932,0.051619667223253764,0.998666816288476,0
2010-01-04,28.7,95,7.6,35.523418093356895,0.06880242680231986,0.9976303053065857,0
2010-01-05,28.0,94,10.4,33.665248485471466,0.08596479873744647,0.9962981749346078,0
2010-01-06,28.4,95,11.1,34.331004926225354,0.10310169744743485,0.9946708199115211,0
2010-01-07,27.5,95,11.3,32.77547937137888,0.1202080448993527,0.9927487224577402,0
2010-01-08,27.3,93,19.1,30.686838528429384,0.13727877211326478,0.9905324521322229,0
2010-01-09,28.6,93,20.0,32.68385330449157,0.15430882066428117,0.9880226656636976,0
2010-01-10,28.8,90,14.0,33.79912140357364,0.1712931441814776,0.9852201067560606,0
2010-01-11,29.1,90,13.8,34.34279789177899,0.1882267098432442,0.9821256058680006,0
2010-01-12,29.0,94,14.1,34.642860008249556,0.2051044998686192,0.9787400799669153,0
2010-01-13,27.5,89,13.9,31.545332136227465,0.2219215130041655,0.9750645322571948,0
2010-01-14,27.9,88,19.4,31.00577757778293,0.2386727660059501,0.9711000518829505,0
2010-01-15,28.3,84,21.9,30.6693717272841,0.255353295116187,0.9668478136052775,0
2010-01-16,28.1,85,18.5,31.132845077494608,0.2719581575341055,0.9623090774541486,0
2010-01-17,28.9,88,18.4,32.84950207790998,0.288482432880609,0.9574851883550393,0
2010-01-18,28.4,88,20.2,31.67076713633974,0.30492122465628907,0.9523775757303974,0
2010-01-19,28.7,92,13.4,34.00718149859592,0.3212696616923644,0.9469877530760753,0
2010-01-20,28.4,91,10.2,33.99698015740182,0.3375228995941133,0.9413173175128471,0
2010-01-21,28.4,93,10.2,34.25149254181359,0.3536761221763716,0.9353679493131483,0
2010-01-22,28.1,96,8.4,34.472389734582144,0.3697245428906731,0.9291414114031743,0
2010-01-23,28.9,92,15.0,34.03458045518872,0.38566340624360707,0.9226395488404876,0
2010-01-24,28.7,92,14.9,33.715514831929255,0.401487989205973,0.9158642882672872,0
2010-01-25,29.3,91,14.9,34.6012057440614,0.4171936026123168,0.9088176373395029,0
2010-01-26,28.3,92,12.7,33.470423002898464,0.4327755925504312,0.901501684131884,0
2010-01-27,27.1,94,15.5,31.175690570369916,0.4482293417404106,0.893918596519257,0
2010-01-28,28.6,91,17.1,32.99026386664109,0.4635502709028509,0.886070621534138,0
2010-01-29,29.0,91,14.3,34.20872026803355,0.47873384011578846,0.8779600847008882,0
2010-01-30,29.1,91,15.3,34.183643794280236,0.49377555015997715,0.869589389346611,0
2010-01-31,28.5,92,16.9,32.98950328141818,0.5086709438521044,0.8609610158889943,0
2010-02-01,28.9,92,16.3,33.78180267741094,0.5234156073655503,0.8520775211013093,0
2010-02-02,29.5,89,12.8,35.07953029686966,0.5380051715382996,0.8429415373547828,0
2010-02-03,29.8,92,12.0,36.158695614040724,0.5524353131676196,0.8335557718385699,0
2010-02-04,29.8,93,14.2,35.86887467264744,0.5667017562911176,0.8239230057575542,0
2010-02-05,29.6,94,12.2,36.047670235986345,0.5808002734538009,0.8140460935082178,0
2010-02-06,30.2,95,13.3,37.023552743862254,0.5947266869607634,0.8039279618328213,0
2010-02-07,29.6,93,14.8,35.405732845768995,0.6084768701151261,0.7935716089521474,0
2010-02-08,29.2,90,14.8,34.317304217892946,0.6220467484408675,0.7829801036770629,0
2010-02-09,29.7,92,15.9,35.22773132285592,0.6354323008901774,0.7721565844991642,0
2010-02-10,28.2,92,16.4,32.58361734779465,0.6486295610349814,0.7611042586607747,0
2010-02-11,29.0,91,13.8,34.30594249025578,0.6616346182422783,0.7498264012045686,0
2010-02-12,30.0,89,15.1,35.4836282023616,0.6744436188329455,0.7383263540031065,0
2010-02-13,30.3,88,20.1,34.88447513617285,0.6870527672236669,0.7266075247685656,0
2010-02-14,30.1,91,19.1,35.157869684939286,0.699458327051647,0.7146733860429609,0
2010-02-15,28.0,86,15.8,31.620570127369874,0.7116566222817746,0.7025274741691571,0
2010-02-16,29.5,86,16.3,33.99217409460314,0.7236440382959124,0.6901733882429719,0
2010-02-17,29.6,90,16.8,34.60769845289473,0.7354170229639855,0.6776147890466889,0
2010-02-18,29.4,92,20.9,33.73978072338093,0.7469720876965552,0.6648553979642865,0
2010-02-19,29.8,90,13.4,35.610559719049505,0.7583058084785624,0.6518989958787126,0
2010-02-20,28.6,89,16.1,32.92722998434618,0.7694148268839378,0.6387494220515272,0
2010-02-21,29.7,91,15.3,35.20723062007125,0.7802958510707755,0.6254105729852463,0
2010-02-22,29.7,90,14.3,35.26450769506436,0.7909456567567772,0.6118864012687243,0
2010-02-23,30.0,90,12.2,36.18706472398614,0.8013610881746766,0.5981809144059165,0
